AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
PLAINVIEW-OLD BETHPAGE/JFK HS,0.0,15.1,0.53,8.67,49.44,0.39,87.52,3.02,0.13,50.56,0.0,0.26,91.33,99.87,100.0,12.48,81.09,97.64,280504060010,28,NASSAU,2015,,,,,,
PLATTSBURGH SENIOR HIGH SCHOOL,0.0,3.35,6.7,37.92,49.38,0.35,80.95,1.06,0.35,50.62,0.0,0.71,62.08,99.65,100.0,19.05,88.18,85.54,91200010006,9,CLINTON,2015,,,,,,
PLEASANTVILLE HIGH SCHOOL,0.0,4.01,2.79,4.7,50.35,1.05,89.72,8.19,1.05,49.65,0.0,0.35,95.3,98.95,100.0,10.28,84.67,99.3,660809030003,66,WESTCHESTER,2015,,,,,,
POLAND JUNIOR-SENIOR HIGH SCHOOL,0.55,0.0,1.1,53.3,52.2,0.0,88.46,2.75,0.0,47.8,0.0,2.2,46.7,100.0,100.0,11.54,93.41,90.11,211103040001,21,HERKIMER,2015,,,,,,
PORT BYRON SENIOR HIGH SCHOOL,0.68,0.0,2.38,34.35,49.66,0.0,86.73,2.04,0.0,50.34,0.34,0.34,65.65,100.0,99.66,13.27,94.56,85.37,51101040004,5,CAYUGA,2015,,,,,,
PORT CHESTER MIDDLE SCHOOL,0.0,0.0,10.0,50.0,40.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,50.0,100.0,100.0,100.0,50.0,0.0,661904030010,66,WESTCHESTER,2015,,,,,,
PORT CHESTER SENIOR HIGH SCHOOL,0.25,1.73,8.55,59.62,51.56,5.02,90.05,71.79,11.43,48.44,0.0,0.16,40.38,88.57,100.0,9.95,17.52,84.21,661904030008,66,WESTCHESTER,2015,,,,,,
PORT JERVIS SENIOR HIGH SCHOOL,0.35,2.66,6.47,52.95,49.02,0.35,81.5,8.09,0.81,50.98,0.0,1.04,47.05,99.19,100.0,18.5,81.39,84.39,441800050006,44,ORANGE,2015,,,,,,
PORT RICHMOND HIGH SCHOOL,0.24,7.58,28.67,60.37,44.62,2.25,78.28,38.6,3.42,55.38,0.0,0.2,39.63,96.58,100.0,21.72,24.71,66.1,353100011445,35,RICHMOND,2015,,,,,,
PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.35,1.39,31.25,46.88,0.0,86.81,0.69,0.0,53.12,0.0,0.35,68.75,100.0,100.0,13.19,97.22,92.36,42901040002,4,CATTARAUGUS,2015,,,,,,
POTSDAM SENIOR HIGH SCHOOL,0.95,2.37,1.9,29.86,45.26,0.24,87.44,0.71,0.24,54.74,0.0,0.24,70.14,99.76,100.0,12.56,93.84,93.36,512902060003,51,SAINT LAWRENCE,2015,,,,,,
POUGHKEEPSIE HIGH SCHOOL,0.0,1.64,61.38,78.55,49.22,1.31,84.14,21.69,2.63,50.78,0.16,0.99,21.45,97.37,99.84,15.86,14.3,61.46,131500010010,13,DUTCHESS,2015,,,,,,
PRATTSBURGH CENTRAL SCHOOL,0.0,0.0,2.21,37.5,48.53,0.0,90.44,0.74,0.0,51.47,0.0,0.0,62.5,100.0,100.0,9.56,97.06,95.59,572301040001,57,STEUBEN,2015,,,,,,
PREP ACADEMY FOR WRITERS,0.0,2.71,80.0,69.83,56.27,1.69,82.71,14.92,1.36,43.73,0.0,0.68,30.17,98.64,100.0,17.29,1.69,78.98,342900011283,34,QUEENS,2015,,,,,,
PROFESSIONAL PATHWAYS HIGH SCHOOL,0.72,12.32,35.14,81.52,42.39,2.17,81.16,29.35,2.17,57.61,0.0,0.36,18.48,97.83,100.0,18.84,22.1,30.43,332200011630,33,KINGS,2015,,,,,,
PROFESSIONAL PERF ARTS HIGH SCHOOL,2.8,4.07,27.23,36.64,71.76,0.0,95.17,25.45,0.25,28.24,0.0,0.76,63.36,99.75,100.0,4.83,39.69,96.95,310200011408,31,NEW YORK,2015,,,,,,
PROGRESS HS-PROFESSIONAL CAREERS,0.19,0.66,32.36,80.04,51.47,3.88,85.34,65.94,14.19,48.53,0.0,0.0,19.96,85.81,100.0,14.66,0.85,68.97,331400011474,33,KINGS,2015,,,,,,
PS 123 MAHALIA JACKSON,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,310500010123,31,NEW YORK,2015,,,,,,
PS 126 JACOB AUGUST RIIS,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,310200010126,31,NEW YORK,2015,,,,,,
PS 184 NEWPORT,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,332300010184,33,KINGS,2015,,,,,,
PS 42 OCCUPATIONAL TRAINING CTR,0.0,7.55,53.77,80.19,46.23,0.0,5.66,17.92,25.47,53.77,0.0,0.0,19.81,74.53,100.0,94.34,20.75,0.94,140600010042,14,ERIE,2015,,,,,,
PS 84,0.0,8.0,52.0,60.0,36.0,0.0,0.0,4.0,8.0,64.0,0.0,8.0,40.0,92.0,100.0,100.0,28.0,0.0,140600010084,14,ERIE,2015,,,,,,
PS/IS 224,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,320700010224,32,BRONX,2015,,,,,,
PS/MS 200 POMONOK SCH & STAR ACA,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,342500010200,34,QUEENS,2015,,,,,,
PS/MS 31 THE WILLIAM LLOYD GARRISON,0.0,0.0,100.0,100.0,50.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,320700010031,32,BRONX,2015,,,,,,
PULASKI HIGH SCHOOL,0.0,0.0,0.66,46.38,52.63,0.0,90.46,0.99,0.0,47.37,0.33,0.66,53.62,100.0,99.67,9.54,97.7,92.76,461801040001,46,OSWEGO,2015,,,,,,
PULSE HIGH SCHOOL,10.06,0.79,28.6,82.25,57.4,3.55,81.46,60.16,7.69,42.6,0.0,0.0,17.75,92.31,100.0,18.54,0.39,18.54,321000011319,32,BRONX,2015,,,,,,
PUTNAM VALLEY HIGH SCHOOL,0.0,2.9,2.74,13.69,48.47,0.32,92.11,10.79,0.97,51.53,0.0,0.0,86.31,99.03,100.0,7.89,83.57,94.85,480503040001,48,PUTNAM,2015,,,,,,
QUEENS ACADEMY HIGH SCHOOL,0.63,12.8,37.39,68.82,49.05,2.41,88.47,39.67,6.08,50.95,0.0,0.63,31.18,93.92,100.0,11.53,8.87,28.77,342500011540,34,QUEENS,2015,,,,,,
QUEENS COLLEGIATE,0.0,30.17,47.93,77.62,53.04,2.68,89.78,17.27,7.54,46.96,0.0,0.49,22.38,92.46,100.0,10.22,4.14,80.78,342800011310,34,QUEENS,2015,,,,,,
QUEENS GATEWAY TO HEALTH SCI SEC,0.0,33.85,46.11,71.01,65.76,0.0,100.0,17.9,0.0,34.24,0.0,0.0,28.99,100.0,100.0,0.0,2.14,97.67,342800011680,34,QUEENS,2015,,,,,,
QUEENS HIGH SCHOOL OF TEACHING,1.32,23.48,46.78,60.99,54.9,1.68,82.52,16.77,1.32,45.1,0.0,0.0,39.01,98.68,100.0,17.48,11.65,91.44,342600011566,34,QUEENS,2015,,,,,,
QUEENS HIGH SCHOOL SCI AT YORK COLL,0.26,77.55,9.95,61.22,45.15,0.0,99.49,6.38,0.0,54.85,0.0,0.0,38.78,100.0,100.0,0.51,5.87,98.98,342800011687,34,QUEENS,2015,,,,,,
QUEENS HS FOR INFOR AND RESEARCH,0.0,2.69,55.82,78.81,48.96,4.48,81.79,37.91,15.82,51.04,0.0,0.0,21.19,84.18,100.0,18.21,3.58,62.69,342700011302,34,QUEENS,2015,,,,,,
QUEENS METROPOLITAN HIGH SCHOOL,1.38,11.85,4.14,53.28,49.25,2.99,85.85,39.82,0.69,50.75,0.0,2.3,46.72,99.31,100.0,14.15,40.51,92.06,342800011686,34,QUEENS,2015,,,,,,
QUEENS PREP ACADEMY,1.15,4.36,85.78,68.81,42.89,2.06,88.07,7.8,2.52,57.11,0.0,0.0,31.19,97.48,100.0,11.93,0.92,75.23,342900011248,34,QUEENS,2015,,,,,,
QUEENS SATELLITE HIGH SCHOOL,8.59,4.06,44.87,78.04,51.07,0.48,89.26,25.3,1.43,48.93,0.0,0.24,21.96,98.57,100.0,10.74,16.95,13.6,342800011338,34,QUEENS,2015,,,,,,
QUEENS SCHOOL OF INQUIRY (THE),0.35,40.28,17.31,41.7,58.3,1.41,89.4,23.32,1.41,41.7,0.0,0.0,58.3,98.59,100.0,10.6,18.73,95.05,342500011252,34,QUEENS,2015,,,,,,
QUEENS VOCATIONAL-TECHNICAL HS,0.0,11.23,6.13,70.24,39.53,3.94,87.38,74.84,1.68,60.47,0.0,0.0,29.76,98.32,100.0,12.62,7.8,81.18,342400011600,34,QUEENS,2015,,,,,,
QUEENSBURY SENIOR HIGH SCHOOL,0.16,2.84,1.3,19.32,50.24,0.24,88.15,1.46,0.24,49.76,0.0,0.24,80.68,99.76,100.0,11.85,93.99,90.34,630902030002,63,WARREN,2015,,,,,,
QUEST TO LEARN,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,310200011422,31,NEW YORK,2015,,,,,,
RACHEL CARSON HS FOR COASTAL STUDIES,0.0,8.47,23.16,61.77,45.57,2.26,80.98,21.47,6.21,54.43,0.0,0.0,38.23,93.79,100.0,19.02,46.89,81.73,332100011344,33,KINGS,2015,,,,,,
RALPH R MCKEE CAREER-TECH HIGH SCH,0.19,5.94,38.89,54.21,30.65,0.96,75.86,34.29,2.49,69.35,0.0,0.0,45.79,97.51,100.0,24.14,20.69,69.73,353100011600,35,RICHMOND,2015,,,,,,
RAMAPO HIGH SCHOOL,0.22,7.74,56.62,68.69,48.37,6.0,90.82,29.72,13.45,51.63,0.0,1.3,31.31,86.55,100.0,9.18,4.41,72.23,500402060018,50,ROCKLAND,2015,,,,,,
RANDOLPH ACADEMY,0.0,0.0,0.0,100.0,44.44,0.0,66.67,0.0,0.0,55.56,0.0,0.0,0.0,100.0,100.0,33.33,100.0,0.0,43011020001,4,CATTARAUGUS,2015,,,,,,
RANDOLPH SENIOR HIGH SCHOOL,2.41,0.0,0.34,41.24,45.36,0.69,89.0,2.75,0.34,54.64,0.69,0.0,58.76,99.66,99.31,11.0,94.5,93.81,43001040002,4,CATTARAUGUS,2015,,,,,,
RAVENA-COEYMANS-SELKIRK SR HS,0.33,0.5,4.46,27.23,50.5,0.0,88.94,4.46,0.5,49.5,0.0,0.5,72.77,99.5,100.0,11.06,89.77,91.42,10402060001,1,ALBANY,2015,,,,,,
RED CREEK HIGH SCHOOL,0.69,2.07,0.69,37.59,49.31,0.0,91.03,2.76,0.0,50.69,0.0,0.0,62.41,100.0,100.0,8.97,93.79,89.31,651503040003,65,WAYNE,2015,,,,,,
RED HOOK SENIOR HIGH SCHOOL,0.14,1.15,1.59,17.6,50.22,0.0,92.35,5.63,1.44,49.78,0.0,0.0,82.4,98.56,100.0,7.65,91.49,93.07,131701060002,13,DUTCHESS,2015,,,,,,
RED JACKET HIGH SCHOOL,0.0,0.0,0.0,34.88,46.98,0.0,96.44,2.85,0.0,53.02,0.0,1.42,65.12,100.0,100.0,3.56,95.73,91.81,431101040002,43,ONTARIO,2015,,,,,,
REMSEN JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,37.21,55.04,0.0,85.27,0.0,0.0,44.96,0.0,0.0,62.79,100.0,100.0,14.73,100.0,93.8,411701040002,41,ONEIDA,2015,,,,,,
RENAISSANCE CHARTER HS-INNOVATION,0.0,2.05,35.38,79.24,49.12,2.63,71.93,59.36,3.22,50.88,0.0,1.17,20.76,96.78,100.0,28.07,2.05,54.68,310400860968,31,NEW YORK,2015,,,,,,
RENAISSANCE CHARTER SCHOOL (THE),0.5,15.84,15.84,40.59,50.5,0.5,82.67,57.43,5.45,49.5,0.0,0.0,59.41,94.55,100.0,17.33,10.4,84.65,343000860822,34,QUEENS,2015,,,,,,
RENAISSANCE HIGH SCHOOL-MTT,0.43,1.07,23.98,70.02,64.45,2.14,77.09,65.95,2.78,35.55,0.0,0.0,29.98,97.22,100.0,22.91,8.57,76.87,320800011293,32,BRONX,2015,,,,,,
RENSSELAER JUNIOR/SENIOR HIGH,0.35,7.77,9.54,60.42,49.82,1.77,88.34,7.77,1.41,50.18,0.0,3.18,39.58,98.59,100.0,11.66,71.38,85.51,491200010007,49,RENSSELAER,2015,,,,,,
REPERTORY COMPANY HS FOR THEATRE ART,0.0,1.43,44.76,78.57,80.48,0.48,94.29,46.67,0.0,19.52,0.0,0.0,21.43,100.0,100.0,5.71,7.14,99.52,310200011531,31,NEW YORK,2015,,,,,,
RESEARCH AND SERVICE HIGH SCHOOL,0.0,1.02,82.99,74.49,50.0,0.34,69.39,14.63,5.1,50.0,0.0,0.0,25.51,94.9,100.0,30.61,1.36,21.43,331600011669,33,KINGS,2015,,,,,,
RHINEBECK SENIOR HIGH SCHOOL,0.0,3.27,1.09,14.71,51.5,0.0,91.01,7.63,0.54,48.5,0.0,0.27,85.29,99.46,100.0,8.99,87.74,92.64,131801040001,13,DUTCHESS,2015,,,,,,
RICHARD R GREEN HS OF TEACHING,0.6,3.17,30.56,80.36,65.28,2.38,76.39,63.29,4.96,34.72,0.0,0.0,19.64,95.04,100.0,23.61,2.38,68.25,310200011580,31,NEW YORK,2015,,,,,,
RICHFIELD SPRINGS CENTRAL SCHOOL,0.0,0.63,1.26,45.28,52.2,0.0,91.82,0.63,0.0,47.8,0.0,0.0,54.72,100.0,100.0,8.18,97.48,89.31,472001040001,47,OTSEGO,2015,,,,,,
RICHMOND HILL HIGH SCHOOL,1.17,32.46,16.25,74.64,46.53,4.51,85.46,45.61,17.0,53.47,0.0,0.13,25.36,83.0,100.0,14.54,4.39,59.86,342700011475,34,QUEENS,2015,,,,,,
RIPLEY CENTRAL SCHOOL,0.0,0.0,0.0,53.57,42.86,0.0,85.71,0.0,0.0,57.14,0.0,0.0,46.43,100.0,100.0,14.29,100.0,82.14,62401040001,6,CHAUTAUQUA,2015,,,,,,
RIVERDALE/KINGSBRIDGE (MS/HS 141),0.48,8.4,13.25,49.92,49.43,1.45,85.62,55.41,2.58,50.57,0.0,0.16,50.08,97.42,100.0,14.38,22.29,85.3,321000011141,32,BRONX,2015,,,,,,
RIVERHEAD SENIOR HIGH SCHOOL,0.97,1.68,18.31,36.36,46.94,0.97,86.98,24.82,6.71,53.06,1.29,0.58,63.64,93.29,98.71,13.02,53.64,78.47,580602040008,58,SUFFOLK,2015,,,,,,
RIVERSIDE HIGH SCHOOL,0.09,2.08,28.5,88.45,43.28,3.31,85.04,62.22,3.6,56.72,0.0,0.57,11.55,96.4,100.0,14.96,6.53,68.18,662300010050,66,WESTCHESTER,2015,,,,,,
RIVERSIDE INSTITUTE OF TECHNOLOGY,2.99,18.58,38.72,66.48,48.12,3.98,80.53,26.55,25.55,51.88,0.0,0.66,33.52,74.45,100.0,19.47,12.5,30.86,140600010108,14,ERIE,2015,,,,,,
ROADS CHARTER SCHOOL I,0.0,0.0,71.95,86.59,57.32,0.0,71.95,28.05,3.66,42.68,0.0,0.0,13.41,96.34,100.0,28.05,0.0,3.66,332300861007,33,KINGS,2015,,,,,,
ROADS CHARTER SCHOOL II,2.91,1.46,39.32,73.79,45.15,0.49,67.96,54.85,8.74,54.85,0.0,0.0,26.21,91.26,100.0,32.04,1.46,5.34,321200861010,32,BRONX,2015,,,,,,
ROBERT BROWN SCHOOL-CONSTRUC/DESIGN,0.0,4.98,64.09,86.6,43.99,0.69,71.99,25.6,11.86,56.01,0.0,0.0,13.4,88.14,100.0,28.01,5.33,37.46,261600010095,26,MONROE,2015,,,,,,
ROBERT F KENNEDY COMMUNITY HS,0.0,29.62,10.66,68.97,43.73,3.45,81.5,34.01,6.74,56.27,0.0,0.0,31.03,93.26,100.0,18.5,25.71,86.68,342500011670,34,QUEENS,2015,,,,,,
ROBERT F WAGNER JR SECONDARY SCHOOL,0.44,19.3,5.48,76.54,50.44,1.75,85.96,65.13,3.07,49.56,0.0,0.0,23.46,96.93,100.0,14.04,9.65,86.18,342400011560,34,QUEENS,2015,,,,,,
ROBERT H GODDARD HS-COMM/TECH,1.57,27.53,8.36,74.74,48.43,2.09,85.37,42.51,1.74,51.57,0.0,0.52,25.26,98.26,100.0,14.63,19.51,92.86,342700011308,34,QUEENS,2015,,,,,,
ROCHESTER ACADEMY CHARTER SCHOOL,0.0,2.55,77.07,85.35,60.51,1.91,93.63,12.74,3.18,39.49,1.27,0.0,14.65,96.82,98.73,6.37,7.64,90.45,261600860910,26,MONROE,2015,,,,,,
ROCHESTER EARLY COLLEGE INTERNA HS,0.0,5.84,70.45,77.92,62.34,2.92,89.61,17.86,8.44,37.66,0.0,0.0,22.08,91.56,100.0,10.39,5.84,75.65,261600010102,26,MONROE,2015,,,,,,
ROCHESTER STEM HIGH SCHOOL,0.0,5.97,69.11,82.42,58.02,1.02,79.18,16.72,7.51,41.98,0.0,0.0,17.58,92.49,100.0,20.82,8.19,38.74,261600010096,26,MONROE,2015,,,,,,
ROCKAWAY COLLEGIATE HIGH SCHOOL,2.0,5.0,58.0,61.5,48.0,2.0,80.5,33.0,4.5,52.0,0.0,0.0,38.5,95.5,100.0,19.5,2.0,49.5,342700011351,34,QUEENS,2015,,,,,,
ROCKAWAY PARK HS-ENVIORNMENT SUSTAIN,1.04,2.77,51.21,54.33,44.64,1.38,83.39,28.72,5.88,55.36,0.0,0.0,45.67,94.12,100.0,16.61,16.26,57.44,342700011324,34,QUEENS,2015,,,,,,
ROCKY POINT HIGH SCHOOL,0.0,1.58,0.3,22.95,46.79,0.49,87.34,4.55,0.49,53.21,0.0,0.79,77.05,99.51,100.0,12.66,92.78,96.44,580209020002,58,SUFFOLK,2015,,,,,,
ROME FREE ACADEMY,0.82,2.03,8.19,36.48,48.6,0.19,81.73,4.7,1.14,51.4,0.0,1.33,63.52,98.86,100.0,18.27,82.93,78.24,411800010020,41,ONEIDA,2015,,,,,,
ROMULUS CENTRAL SCHOOL,0.0,0.88,1.77,38.05,59.29,0.0,88.5,6.19,0.0,40.71,0.0,0.0,61.95,100.0,100.0,11.5,91.15,91.15,560603040001,56,SENECA,2015,,,,,,
RONDOUT VALLEY HIGH SCHOOL,0.15,1.64,2.53,41.58,47.09,0.15,80.03,5.07,0.3,52.91,0.0,0.6,58.42,99.7,100.0,19.97,90.01,88.82,620901060001,62,ULSTER,2015,,,,,,
ROOSEVELT HIGH SCHOOL,0.0,0.0,63.55,62.67,52.18,3.5,88.39,34.33,12.23,47.82,0.0,0.0,37.33,87.77,100.0,11.61,2.12,77.65,280208030005,28,NASSAU,2015,,,,,,
ROOSEVELT HIGH SCHOOL - EARLY COLLEG,0.27,5.47,32.42,83.72,44.05,2.46,86.73,48.97,13.68,55.95,0.0,0.68,16.28,86.32,100.0,13.27,12.18,73.05,662300010043,66,WESTCHESTER,2015,,,,,,
ROSCOE CENTRAL SCHOOL,0.0,0.0,0.0,51.19,46.43,0.0,82.14,7.14,0.0,53.57,0.0,0.0,48.81,100.0,100.0,17.86,92.86,91.67,591301040001,59,SULLIVAN,2015,,,,,,
ROSLYN HIGH SCHOOL,0.0,15.17,3.65,12.27,43.63,0.75,94.38,5.24,0.56,56.37,0.0,0.09,87.73,99.44,100.0,5.62,75.84,97.75,280403030008,28,NASSAU,2015,,,,,,
ROXBURY CENTRAL SCHOOL,0.0,0.0,0.0,40.0,55.45,0.0,82.73,1.82,0.0,44.55,0.0,0.0,60.0,100.0,100.0,17.27,98.18,94.55,121502040001,12,DELAWARE,2015,,,,,,
ROY C KETCHAM SENIOR HIGH SCH,0.1,7.25,8.08,23.77,47.24,0.73,87.49,12.77,0.99,52.76,0.0,0.05,76.23,99.01,100.0,12.51,71.74,87.12,132101060011,13,DUTCHESS,2015,,,,,,
ROYALTON-HARTLAND HIGH SCHOOL,0.62,0.21,2.27,27.42,54.64,0.0,90.93,1.03,0.0,45.36,0.0,1.65,72.58,100.0,100.0,9.07,94.23,93.4,401201060003,40,NIAGARA,2015,,,,,,
RUSH-HENRIETTA SENIOR HIGH SCHOOL,0.48,8.91,16.34,33.69,50.03,1.31,92.22,4.87,1.66,49.97,0.0,1.07,66.31,98.34,100.0,7.78,68.33,91.92,261701060013,26,MONROE,2015,,,,,,
RYE HIGH SCHOOL,0.0,4.51,2.31,2.75,48.29,0.88,92.74,6.93,0.22,51.71,0.0,0.44,97.25,99.78,100.0,7.26,85.81,98.13,661800010004,66,WESTCHESTER,2015,,,,,,
RYE NECK SENIOR HIGH SCHOOL,0.0,8.17,1.73,14.85,46.29,0.25,89.11,18.81,1.49,53.71,0.0,1.49,85.15,98.51,100.0,10.89,69.8,98.27,661901030002,66,WESTCHESTER,2015,,,,,,
S S SEWARD INSTITUTE,0.0,2.31,3.85,19.23,50.77,0.77,89.23,13.85,0.77,49.23,0.77,1.54,80.77,99.23,99.23,10.77,78.46,96.15,442115020001,44,ORANGE,2015,,,,,,
SACHEM HIGH SCHOOL EAST,0.17,5.39,2.55,17.86,49.31,0.35,91.59,7.42,0.78,50.69,0.0,0.26,82.14,99.22,100.0,8.41,84.21,94.09,580205060020,58,SUFFOLK,2015,,,,,,
SACHEM HIGH SCHOOL NORTH,0.0,4.94,1.78,18.35,47.26,0.4,90.65,9.31,0.36,52.74,0.0,0.04,81.65,99.64,100.0,9.35,83.92,93.94,580205060019,58,SUFFOLK,2015,,,,,,
SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,2.19,38.69,48.18,0.0,90.51,1.46,0.0,51.82,0.0,0.0,61.31,100.0,100.0,9.49,96.35,91.97,221001040001,22,JEFFERSON,2015,,,,,,
SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,38.54,0.0,2.34,44.27,48.44,0.0,84.38,1.82,0.26,51.56,0.0,0.0,55.73,99.74,100.0,15.62,57.29,68.23,43200050002,4,CATTARAUGUS,2015,,,,,,
SALEM HIGH SCHOOL,1.55,0.0,1.03,48.97,48.45,0.0,94.85,3.61,0.0,51.55,0.0,0.52,51.03,100.0,100.0,5.15,93.3,87.11,641501040001,64,WASHINGTON,2015,,,,,,
SALMON RIVER HIGH SCHOOL,64.09,0.42,0.0,77.45,48.43,0.0,81.42,0.84,0.0,51.57,0.63,0.42,22.55,100.0,99.37,18.58,34.24,77.66,161201040002,16,FRANKLIN,2015,,,,,,
SAMUEL GOMPERS CAREER/TECH ED HS,0.71,0.24,29.95,78.54,21.23,3.77,71.23,67.92,14.62,78.77,0.0,0.0,21.46,85.38,100.0,28.77,1.18,44.58,320700011655,32,BRONX,2015,,,,,,
SANDY CREEK HIGH SCHOOL,0.37,0.0,0.37,49.63,52.61,0.0,87.31,0.75,0.37,47.39,0.0,0.37,50.37,99.63,100.0,12.69,98.13,94.78,461901040001,46,OSWEGO,2015,,,,,,
SANFORD H CALHOUN HIGH SCHOOL,0.15,4.61,1.21,7.25,47.28,0.08,87.46,7.02,0.3,52.72,0.0,0.0,92.75,99.7,100.0,12.54,87.01,97.43,280253070005,28,NASSAU,2015,,,,,,
SARANAC HIGH SCHOOL,0.0,0.0,0.92,24.17,50.74,0.0,82.66,0.74,0.0,49.26,0.0,0.37,75.83,100.0,100.0,17.34,97.97,88.93,91402060005,9,CLINTON,2015,,,,,,
SARANAC LAKE SENIOR HIGH SCHOOL,0.0,1.09,1.09,34.64,50.33,0.0,83.01,0.44,0.44,49.67,0.0,0.0,65.36,99.56,100.0,16.99,97.39,86.93,161401060002,16,FRANKLIN,2015,,,,,,
SARATOGA SPRINGS HIGH SCHOOL,0.2,1.73,2.47,17.35,50.27,0.15,91.79,2.62,0.2,49.73,0.0,1.19,82.65,99.8,100.0,8.21,91.79,92.24,521800010010,52,SARATOGA,2015,,,,,,
SATELLITE ACADEMY HIGH SCHOOL,0.41,2.87,32.58,87.3,56.76,0.82,87.91,62.5,3.69,43.24,0.0,0.0,12.7,96.31,100.0,12.09,1.64,46.31,310200011570,31,NEW YORK,2015,,,,,,
SAUGERTIES SENIOR HIGH SCHOOL,0.0,1.26,2.91,39.71,46.7,0.0,86.8,5.92,0.58,53.3,0.0,1.84,60.29,99.42,100.0,13.2,88.06,82.04,621601060007,62,ULSTER,2015,,,,,,
SAUNDERS TRADES & TECH SR HIGH SCH,0.91,6.28,14.66,82.6,46.08,1.37,85.79,50.46,0.18,53.92,0.0,0.73,17.4,99.82,100.0,14.21,26.96,93.44,662300010040,66,WESTCHESTER,2015,,,,,,
SAUQUOIT VALLEY HIGH SCHOOL,0.0,0.57,0.57,21.55,46.26,0.0,92.82,2.59,0.0,53.74,0.0,2.59,78.45,100.0,100.0,7.18,93.68,92.82,411603040003,41,ONEIDA,2015,,,,,,
SAYVILLE HIGH SCHOOL,0.0,1.63,0.27,11.05,49.09,0.36,90.13,4.53,0.0,50.91,0.0,0.27,88.95,100.0,100.0,9.87,93.3,97.92,580504030004,58,SUFFOLK,2015,,,,,,
SCARSDALE SENIOR HIGH SCHOOL,0.0,12.25,1.9,0.0,50.44,0.68,89.98,7.11,0.2,49.56,0.0,3.72,100.0,99.8,100.0,10.02,75.02,99.05,662001030010,66,WESTCHESTER,2015,,,,,,
SCH FOR CLASSICS: AN ACADEMY-TWP,1.31,7.87,60.66,82.62,64.26,1.31,78.69,29.18,7.21,35.74,0.0,0.0,17.38,92.79,100.0,21.31,0.98,84.59,331900011683,33,KINGS,2015,,,,,,
SCHALMONT HIGH SCHOOL,0.0,2.37,3.63,20.35,49.84,0.0,87.7,1.58,0.16,50.16,0.0,0.32,79.65,99.84,100.0,12.3,92.11,94.01,530501060006,53,SCHENECTADY,2015,,,,,,
SCHENECTADY HIGH SCHOOL,0.07,17.69,33.98,67.25,50.26,0.77,85.04,15.62,2.03,49.74,0.0,0.42,32.75,97.97,100.0,14.96,32.22,62.56,530600010025,53,SCHENECTADY,2015,,,,,,
SCHENEVUS CENTRAL SCHOOL,0.0,1.16,1.16,47.67,58.14,0.0,76.74,1.16,0.0,41.86,0.0,0.0,52.33,100.0,100.0,23.26,96.51,95.35,470901040001,47,OTSEGO,2015,,,,,,
SCHOHARIE HIGH SCHOOL,0.0,0.0,0.37,33.83,50.56,0.0,84.76,1.49,0.0,49.44,0.0,1.49,66.17,100.0,100.0,15.24,96.65,88.48,541201040003,54,SCHOHARIE,2015,,,,,,
SCHOLARS' ACADEMY,2.05,20.5,16.4,54.44,57.63,0.0,99.77,20.96,0.0,42.37,0.0,0.46,45.56,100.0,100.0,0.23,39.64,99.54,342700010323,34,QUEENS,2015,,,,,,
SCHOOL 58-WORLD OF INQUIRY SCHOOL,0.0,3.28,70.49,59.02,54.1,0.0,90.16,13.11,6.56,45.9,0.0,0.0,40.98,93.44,100.0,9.84,13.11,90.98,261600010058,26,MONROE,2015,,,,,,
